Accession ID,HA Segment ID,Virus name,Collection date,Location,Passage history,Originating lab,Originating sample ID,Submitting lab,Submitting sample ID,Submitter,Authors,Publication,Submission date,Update date,Representative accession
EPI_ISL_18133416,EPI2712225|A/Blue-winged Teal/South Carolina/USDA-000345-003/2021_HA,A/Blue-winged Teal/South Carolina/USDA-000345-003/2021,12/30/21,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.",,8/24/23,,EPI_ISL_18133029
EPI_ISL_19737284,EPI3983845|A/turkey/USA/001676-001/2025_HA,A/turkey/USA/001676-001/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,2/6/25,,EPI_ISL_19737284
EPI_ISL_19742986,EPI4000367|A/dairy cow/USA/003613-003/2025_HA,A/dairy cow/USA/003613-003/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,2/20/25,,EPI_ISL_19742986
EPI_ISL_19743001,EPI4000479|A/dairy cow/California/003992-001/2025_HA,A/dairy cow/California/003992-001/2025,1/29/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743001
EPI_ISL_19743007,EPI4000527|A/dairy cow/California/003968-002/2025_HA,A/dairy cow/California/003968-002/2025,1/29/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743007
EPI_ISL_19743060,EPI4000934|A/great horned owl/California/003273-001/2025_HA,A/great horned owl/California/003273-001/2025,1/17/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743060
EPI_ISL_19743063,EPI4000958|A/canada goose/New York/002921-003/2025_HA,A/canada goose/New York/002921-003/2025,1/21/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743063
EPI_ISL_19743068,EPI4000998|A/trumpeter swan/Iowa/002401-001/2025_HA,A/trumpeter swan/Iowa/002401-001/2025,1/13/25,North America / United States / Iowa,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743068
EPI_ISL_19743070,EPI4001014|A/snow goose/Pennsylvania/002234-006/2025_HA,A/snow goose/Pennsylvania/002234-006/2025,1/13/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743070
EPI_ISL_19743082,EPI4001101|A/peregrine falcon/New York/003027-001/2025_HA,A/peregrine falcon/New York/003027-001/2025,1/27/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743082
EPI_ISL_19743087,EPI4001128|A/mallard/Michigan/003379-002/2025_HA,A/mallard/Michigan/003379-002/2025,1/24/25,North America / United States / Michigan,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743087
EPI_ISL_19743090,EPI4001152|A/american crow/Iowa/002028-001/2025_HA,A/american crow/Iowa/002028-001/2025,1/16/25,North America / United States / Iowa,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743090
EPI_ISL_19743094,EPI4001184|A/goose/New York/003591-008/2025_HA,A/goose/New York/003591-008/2025,1/29/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743094
EPI_ISL_19743100,EPI4001229|A/great horned owl/Pennsylvania/002240-001/2025_HA,A/great horned owl/Pennsylvania/002240-001/2025,1/13/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743100
EPI_ISL_19743102,EPI4001245|A/bald eagle/Pennsylvania/002239-001/2025_HA,A/bald eagle/Pennsylvania/002239-001/2025,1/15/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743102
EPI_ISL_19743115,EPI4001348|A/canada goose/USA/003472-002/2025_HA,A/canada goose/USA/003472-002/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,2/20/25,,EPI_ISL_19743115
EPI_ISL_19743122,EPI4001396|A/american woodcock/Arkansas/003125-001/2025_HA,A/american woodcock/Arkansas/003125-001/2025,1/13/25,North America / United States / Arkansas,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743122
EPI_ISL_19743127,EPI4001425|A/canada goose/New York/002921-001/2025_HA,A/canada goose/New York/002921-001/2025,1/21/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743127
EPI_ISL_19743146,EPI4001564|A/western gull/California/003273-005/2025_HA,A/western gull/California/003273-005/2025,1/17/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743146
EPI_ISL_19743147,EPI4001570|A/vulture/California/003065-001/2025_HA,A/vulture/California/003065-001/2025,1/20/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743147
EPI_ISL_19743150,EPI4001594|A/vulture/Maryland/001987-001/2025_HA,A/vulture/Maryland/001987-001/2025,1/15/25,North America / United States / Maryland,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743150
EPI_ISL_19743151,EPI4001602|A/turkey vulture/California/003487-002/2025_HA,A/turkey vulture/California/003487-002/2025,1/17/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743151
EPI_ISL_19743152,EPI4001610|A/turkey vulture/New York/002923-001/2025_HA,A/turkey vulture/New York/002923-001/2025,1/24/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743152
EPI_ISL_19743157,EPI4001650|A/turkey vulture/Pennsylvania/002209-001/2025_HA,A/turkey vulture/Pennsylvania/002209-001/2025,1/9/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743157
EPI_ISL_19743159,EPI4001666|A/snow goose/New York/003225-003/2025_HA,A/snow goose/New York/003225-003/2025,1/27/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743159
EPI_ISL_19743167,EPI4001727|A/snow goose/Pennsylvania/002234-001/2025_HA,A/snow goose/Pennsylvania/002234-001/2025,1/13/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743167
EPI_ISL_19743171,EPI4001759|A/red-tailed hawk/California/003487-001/2025_HA,A/red-tailed hawk/California/003487-001/2025,1/17/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743171
EPI_ISL_19743173,EPI4001775|A/mallard/New Hampshire/003045-073/2025_HA,A/mallard/New Hampshire/003045-073/2025,1/17/25,North America / United States / New Hampshire,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743173
EPI_ISL_19743191,EPI4001885|A/hooded merganser/Virginia/002916-001/2025_HA,A/hooded merganser/Virginia/002916-001/2025,1/18/25,North America / United States / Virginia,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743191
EPI_ISL_19743201,EPI4001959|A/red-tailed hawk/Michigan/003067-006/2025_HA,A/red-tailed hawk/Michigan/003067-006/2025,1/23/25,North America / United States / Michigan,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743201
EPI_ISL_19743202,EPI4001967|A/red-tailed hawk/Michigan/002363-003/2025_HA,A/red-tailed hawk/Michigan/002363-003/2025,1/16/25,North America / United States / Michigan,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743202
EPI_ISL_19743209,EPI4002021|A/red-shouldered hawk/Pennsylvania/002205-001/2025_HA,A/red-shouldered hawk/Pennsylvania/002205-001/2025,1/14/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743209
EPI_ISL_19743211,EPI4002037|A/peregrine falcon/California/003269-001/2025_HA,A/peregrine falcon/California/003269-001/2025,1/15/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743211
EPI_ISL_19743220,EPI4002107|A/dairy cow/USA/004003-002/2025_HA,A/dairy cow/USA/004003-002/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Sarah N Bevins, Susan A Shriner, James C Cumbee Jr, Krista E Dilione, Kelly E Douglass, Jeremy W Ellis, Mary Lea Killian, Mia K Torchetti, Julianna B Lenoch",,2/20/25,,EPI_ISL_19743220
EPI_ISL_19743274,EPI4002537|A/duck/New York/004071-006/2025_HA,A/duck/New York/004071-006/2025,2/2/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743274
EPI_ISL_19743285,EPI4002625|A/chicken/Michigan/003779-001/2025_HA,A/chicken/Michigan/003779-001/2025,1/30/25,North America / United States / Michigan,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743285
EPI_ISL_19743288,EPI4002646|A/chicken/Pennsylvania/004294-005/2025_HA,A/chicken/Pennsylvania/004294-005/2025,2/4/25,North America / United States / Pennsylvania,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743288
EPI_ISL_19743303,EPI4002766|A/chicken/New York/004071-005/2025_HA,A/chicken/New York/004071-005/2025,2/2/25,North America / United States / New York,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743303
EPI_ISL_19743356,EPI4003186|A/chicken/Oregon/003575-001/2025_HA,A/chicken/Oregon/003575-001/2025,1/23/25,North America / United States / Oregon,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743356
EPI_ISL_19743357,EPI4003194|A/cat/South Dakota/003786-001/2025_HA,A/cat/South Dakota/003786-001/2025,1/27/25,North America / United States / South Dakota,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/20/25,,EPI_ISL_19743357
EPI_ISL_19755758,EPI4034466|A/dairy cow/USA/004631-001/2025_HA,A/dairy cow/USA/004631-001/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755758
EPI_ISL_19755783,EPI4034664|A/dairy cow/USA/004804-001/2025_HA,A/dairy cow/USA/004804-001/2025,2/5/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/27/25,,EPI_ISL_19755783
EPI_ISL_19755786,EPI4034688|A/dairy cow/USA/004637-005/2025_HA,A/dairy cow/USA/004637-005/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755786
EPI_ISL_19755791,EPI4034728|A/dairy cow/USA/004457-001/2025_HA,A/dairy cow/USA/004457-001/2025,2/4/25,North America / United States / California,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Aufderhar,M., Franzen,K., Killian,M.L., Lantz,K., Stuber,T., Hicks,J., Norris,C. and Lakin,S.",,2/27/25,,EPI_ISL_19755791
EPI_ISL_19755800,EPI4034796|A/canada goose/USA/003580-003/2025_HA,A/canada goose/USA/003580-003/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755800
EPI_ISL_19755806,EPI4034844|A/canada goose/USA/003299-005/2025_HA,A/canada goose/USA/003299-005/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755806
EPI_ISL_19755818,EPI4034940|A/american wigeon/USA/003924-003/2025_HA,A/american wigeon/USA/003924-003/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755818
EPI_ISL_19755845,EPI4035121|A/black vulture/USA/004339-003/2025_HA,A/black vulture/USA/004339-003/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755845
EPI_ISL_19755853,EPI4035182|A/bald eagle/USA/004792-001/2025_HA,A/bald eagle/USA/004792-001/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755853
EPI_ISL_19755858,EPI4035222|A/bald eagle/USA/004212-002/2025_HA,A/bald eagle/USA/004212-002/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755858
EPI_ISL_19755859,EPI4035229|A/canada goose/USA/004132-002/2025_HA,A/canada goose/USA/004132-002/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755859
EPI_ISL_19755861,EPI4035243|A/canada goose/USA/004116-001/2025_HA,A/canada goose/USA/004116-001/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755861
EPI_ISL_19755863,EPI4035259|A/canada goose/USA/004093-001/2025_HA,A/canada goose/USA/004093-001/2025,2025,North America / United States,Original,"USDA, APHIS, Veterinary Services, Diagnostic Virology Laboratory, National Veterinary Services Laboratories",,,,,"Thao-Quyen Nguyen, Carl Hutter, Alexey Markin, Megan Thomas, Kristina Lantz, Mary Lea Killian, Garrett M. Janzen, Sriram Vijendran, Sanket Wagle, Blake Inderski, Drew R. Magstadt, Ganwu Li, Diego G. Die, Elisha Anna Frye, Kiril M. Dimitrov, Amy K. Swinford, Alexis C. Thompson, Kevin R. Snevik, David L. Suarez, Erica Spackman, Steven M. Lakin, Sara C.Ahola, Kammy R. Johnson, Amy L. Baker, Suelee Robbe-Austerman, Mia Kim Torchetti, Tavis K. Anderson",,2/27/25,,EPI_ISL_19755863
